time	V(vo_rec)
2.801552659756148e-005	2.458031e+000
2.801996333358755e-005	2.454335e+000
2.802440006961362e-005	2.450637e+000
2.802883680563968e-005	2.446936e+000
2.803327354166575e-005	2.443233e+000
2.803771027769182e-005	2.439528e+000
2.804677724108064e-005	2.431950e+000
2.805584420446945e-005	2.424363e+000
2.806491116785827e-005	2.416768e+000
2.807397813124709e-005	2.409164e+000
2.808304509463591e-005	2.401551e+000
2.809211205802473e-005	2.393930e+000
2.810117902141355e-005	2.386300e+000
2.810875686292230e-005	2.379916e+000
2.811633470443106e-005	2.373526e+000
2.812391254593981e-005	2.367131e+000
2.813149038744857e-005	2.360729e+000
2.813906822895732e-005	2.354322e+000
2.814664607046608e-005	2.347908e+000
2.815422391197484e-005	2.341489e+000
2.816655534230354e-005	2.331030e+000
2.817888677263223e-005	2.320556e+000
2.819121820296093e-005	2.310067e+000
2.820354963328963e-005	2.299562e+000
2.821588106361833e-005	2.289042e+000
2.822821249394703e-005	2.278507e+000
2.824054392427573e-005	2.267956e+000
2.827292269802865e-005	2.240178e+000
2.830530147178158e-005	2.212302e+000
2.833768024553451e-005	2.184328e+000
2.837005901928743e-005	2.156255e+000
2.840243779304036e-005	2.128084e+000
2.843481656679328e-005	2.099815e+000
2.846719534054621e-005	2.071448e+000
2.852464432013805e-005	2.020872e+000
2.858209329972990e-005	1.970036e+000
2.863954227932174e-005	1.918940e+000
2.869699125891359e-005	1.867583e+000
2.875444023850543e-005	1.815967e+000
2.881188921809728e-005	1.764091e+000
2.886933819768912e-005	1.711954e+000
2.893517040766157e-005	1.651923e+000
2.900100261763402e-005	1.591649e+000
2.906683482760646e-005	1.531132e+000
2.913266703757891e-005	1.470374e+000
2.919849924755136e-005	1.409373e+000
2.926433145752381e-005	1.348129e+000
2.933016366749626e-005	1.286644e+000
2.934105936431922e-005	1.276455e+000
2.935195506114217e-005	1.266262e+000
2.936285075796513e-005	1.256065e+000
2.937374645478808e-005	1.245862e+000
2.938464215161104e-005	1.235655e+000
2.939553784843399e-005	1.225443e+000
2.940643354525695e-005	1.215226e+000
2.943647209922276e-005	1.187031e+000
2.946651065318858e-005	1.158806e+000
2.949654920715439e-005	1.130553e+000
2.952658776112021e-005	1.102271e+000
2.955662631508603e-005	1.073959e+000
2.958666486905184e-005	1.045619e+000
2.961670342301766e-005	1.017249e+000
2.965192338809214e-005	9.839546e-001
2.968714335316663e-005	9.506363e-001
2.972236331824111e-005	9.172944e-001
2.975758328331560e-005	8.839290e-001
2.979280324839008e-005	8.505400e-001
2.982802321346456e-005	8.171275e-001
2.986324317853905e-005	7.836914e-001
2.988297394064285e-005	7.649562e-001
2.990270470274664e-005	7.462182e-001
2.992243546485044e-005	7.274773e-001
2.994216622695424e-005	7.087335e-001
2.996189698905803e-005	6.899868e-001
2.998162775116183e-005	6.712372e-001
3.000135851326562e-005	6.524848e-001
3.000249232587386e-005	6.514072e-001
3.000362613848209e-005	6.503296e-001
3.000475995109032e-005	6.492520e-001
3.000589376369855e-005	6.481744e-001
3.000702757630679e-005	6.470969e-001
3.000816138891502e-005	6.460193e-001
3.000929520152325e-005	6.449417e-001
3.000987469352545e-005	6.443909e-001
3.001045418552765e-005	6.438401e-001
3.001103367752985e-005	6.432893e-001
3.001161316953204e-005	6.427386e-001
3.001219266153424e-005	6.421878e-001
3.001277215353644e-005	6.416370e-001
3.001335164553864e-005	6.410863e-001
3.001371677831468e-005	6.407392e-001
3.001408191109073e-005	6.403922e-001
3.001444704386677e-005	6.400452e-001
3.001481217664282e-005	6.396981e-001
3.001517730941887e-005	6.393511e-001
3.001554244219491e-005	6.390041e-001
3.001590757497096e-005	6.386570e-001
3.001652112985292e-005	6.380739e-001
3.001732143351212e-005	6.373132e-001
3.001814196597165e-005	6.365334e-001
3.001904831280277e-005	6.356719e-001
3.001987264442270e-005	6.348885e-001
3.002062600081740e-005	6.341724e-001
3.002139255673736e-005	6.334438e-001
3.002228975511045e-005	6.325911e-001
3.002349663153296e-005	6.314440e-001
3.002416055343706e-005	6.308130e-001
3.002482447534117e-005	6.301819e-001
3.002548839724527e-005	6.295509e-001
3.002615231914938e-005	6.289199e-001
3.002681624105348e-005	6.282888e-001
3.002748016295758e-005	6.276578e-001
3.002814408486169e-005	6.270267e-001
3.002968081882885e-005	6.255661e-001
3.003121755279601e-005	6.241055e-001
3.003275428676318e-005	6.226449e-001
3.003429102073034e-005	6.211843e-001
3.003582775469750e-005	6.197236e-001
3.003736448866466e-005	6.182630e-001
3.003890122263182e-005	6.168023e-001
3.004187281513307e-005	6.139779e-001
3.004419315850410e-005	6.117724e-001
3.004651350187513e-005	6.095670e-001
3.004883384524616e-005	6.073615e-001
3.005115418861719e-005	6.051560e-001
3.005347453198822e-005	6.029505e-001
3.005579487535925e-005	6.007451e-001
3.005811521873027e-005	5.985396e-001
3.006115005051893e-005	5.956550e-001
3.006418488230758e-005	5.927704e-001
3.006721971409623e-005	5.898858e-001
3.007025454588488e-005	5.870012e-001
3.007328937767353e-005	5.841167e-001
3.007632420946219e-005	5.812321e-001
3.007935904125084e-005	5.783476e-001
3.008206705480021e-005	5.757736e-001
3.008477506834958e-005	5.731997e-001
3.008748308189896e-005	5.706259e-001
3.009019109544833e-005	5.680520e-001
3.009289910899770e-005	5.654781e-001
3.009560712254707e-005	5.629043e-001
3.009831513609644e-005	5.603305e-001
3.010150884474425e-005	5.572950e-001
3.010573410576791e-005	5.532791e-001
3.010995936679157e-005	5.492634e-001
3.011418462781524e-005	5.452477e-001
3.011840988883890e-005	5.412320e-001
3.012263514986256e-005	5.372164e-001
3.012686041088623e-005	5.332009e-001
3.013108567190989e-005	5.291854e-001
3.014096739451701e-005	5.197946e-001
3.015084911712414e-005	5.104043e-001
3.016073083973126e-005	5.010147e-001
3.017061256233838e-005	4.916257e-001
3.018049428494550e-005	4.822373e-001
3.019037600755262e-005	4.728496e-001
3.020025773015974e-005	4.634624e-001
3.020952947827282e-005	4.546555e-001
3.021880122638590e-005	4.458494e-001
3.022807297449898e-005	4.370443e-001
3.023734472261206e-005	4.282400e-001
3.024661647072514e-005	4.194366e-001
3.025588821883822e-005	4.106341e-001
3.026515996695130e-005	4.018325e-001
3.027956075117453e-005	3.881637e-001
3.029396153539776e-005	3.744981e-001
3.030836231962099e-005	3.608357e-001
3.032276310384422e-005	3.471765e-001
3.033716388806746e-005	3.335204e-001
3.035156467229069e-005	3.198674e-001
3.036596545651392e-005	3.062176e-001
3.037544466187642e-005	2.972348e-001
3.037830180473356e-005	2.945278e-001
3.038115894759071e-005	2.918209e-001
3.038401609044785e-005	2.891141e-001
3.038687323330499e-005	2.864074e-001
3.038973037616213e-005	2.837009e-001
3.039258751901928e-005	2.809945e-001
3.039544466187642e-005	2.782882e-001
3.041001609044785e-005	2.644888e-001
3.042458751901928e-005	2.506942e-001
3.043915894759071e-005	2.369045e-001
3.045373037616214e-005	2.231195e-001
3.046830180473358e-005	2.093393e-001
3.048287323330501e-005	1.955638e-001
3.049744466187644e-005	1.817932e-001
3.051879160065195e-005	1.616288e-001
3.054013853942746e-005	1.414780e-001
3.056148547820298e-005	1.213408e-001
3.058283241697849e-005	1.012171e-001
3.060417935575400e-005	8.110701e-002
3.062552629452952e-005	6.101050e-002
3.064687323330503e-005	4.092757e-002
3.064887323330503e-005	3.904698e-002
3.069638343738667e-005	-5.600994e-003
3.074389364146831e-005	-5.015154e-002
3.079140384554996e-005	-9.460465e-002
3.083891404963159e-005	-1.389603e-001
3.088642425371323e-005	-1.832186e-001
3.093393445779487e-005	-2.273794e-001
3.098144466187651e-005	-2.714428e-001
3.102952629452958e-005	-3.159149e-001
3.107760792718265e-005	-3.602475e-001
3.112568955983572e-005	-4.044407e-001
3.117377119248879e-005	-4.484943e-001
3.122185282514186e-005	-4.924084e-001
3.126993445779493e-005	-5.361831e-001
3.131801609044799e-005	-5.798182e-001
3.133801609044800e-005	-5.979162e-001
3.135801609044800e-005	-6.159868e-001
3.138801609044800e-005	-6.430398e-001
3.141075078432556e-005	-6.634996e-001
3.143348547820311e-005	-6.839207e-001
3.145622017208067e-005	-7.043030e-001
3.147895486595823e-005	-7.246465e-001
3.150168955983578e-005	-7.449512e-001
3.152442425371334e-005	-7.652172e-001
3.154715894759089e-005	-7.854444e-001
3.157515894759089e-005	-8.102970e-001
3.163026098840722e-005	-8.590406e-001
3.168536302922356e-005	-9.075195e-001
3.174046507003990e-005	-9.557337e-001
3.179556711085623e-005	-1.003683e+000
3.185066915167256e-005	-1.051368e+000
