time	V(vrec)
1.254736929352748e-007	2.215519e-004
1.365735842322404e-007	2.215504e-004
1.476734755292060e-007	2.215491e-004
1.587733668261716e-007	2.215478e-004
1.698732581231371e-007	2.215467e-004
1.809731494201027e-007	2.215457e-004
1.920730407170683e-007	2.215448e-004
2.031729320140339e-007	2.215440e-004
2.140259151460890e-007	2.215440e-004
2.248788982781441e-007	2.215442e-004
2.357318814101992e-007	2.215446e-004
2.465848645422542e-007	2.215451e-004
2.574378476743094e-007	2.215457e-004
2.682908308063644e-007	2.215466e-004
2.791438139384195e-007	2.215476e-004
3.321629308453722e-007	2.215480e-004
3.851820477523248e-007	2.215483e-004
4.382011646592775e-007	2.215484e-004
4.912202815662302e-007	2.215485e-004
5.442393984731829e-007	2.215484e-004
5.972585153801356e-007	2.215483e-004
6.502776322870882e-007	2.215480e-004
8.102776322870872e-007	2.215473e-004
9.702776322870862e-007	2.215484e-004
1.130277632287085e-006	2.215514e-004
1.290277632287084e-006	2.215563e-004
1.450277632287083e-006	2.215631e-004
1.610277632287082e-006	2.215718e-004
1.770277632287081e-006	2.215823e-004
1.798845455855186e-006	2.215853e-004
1.827413279423291e-006	2.215886e-004
1.855981102991396e-006	2.215922e-004
1.884548926559501e-006	2.215960e-004
1.913116750127605e-006	2.216002e-004
1.941684573695710e-006	2.216047e-004
1.970252397263815e-006	2.216095e-004
1.976481013170342e-006	2.216106e-004
1.982709629076868e-006	2.216117e-004
1.988938244983395e-006	2.216128e-004
1.995166860889921e-006	2.216140e-004
2.001395476796448e-006	2.216151e-004
2.007624092702974e-006	2.216163e-004
2.013852708609501e-006	2.216175e-004
2.015334870646056e-006	2.216178e-004
2.016817032682611e-006	2.216181e-004
2.018299194719167e-006	2.216184e-004
2.019781356755722e-006	2.216187e-004
2.021263518792278e-006	2.216190e-004
2.022745680828833e-006	2.216193e-004
2.024227842865389e-006	2.216196e-004
2.026449675494689e-006	2.216200e-004
2.030529707076361e-006	2.216208e-004
2.036695313974036e-006	2.216221e-004
2.044320900850792e-006	2.216237e-004
2.054108118410411e-006	2.216258e-004
2.064108118410411e-006	2.216280e-004
2.074108118410411e-006	2.216303e-004
2.080647749106247e-006	2.216319e-004
2.081403810236195e-006	2.216321e-004
2.081787841286328e-006	2.216322e-004
2.082171872336460e-006	2.216323e-004
2.082555903386593e-006	2.216323e-004
2.082939934436725e-006	2.216324e-004
2.083323965486858e-006	2.216325e-004
2.083707996536990e-006	2.216326e-004
2.084092027587123e-006	2.216327e-004
2.085592948941400e-006	2.216331e-004
2.085799806249757e-006	2.216331e-004
2.086006663558115e-006	2.216332e-004
2.086213520866473e-006	2.216333e-004
2.086420378174830e-006	2.216333e-004
2.086627235483188e-006	2.216334e-004
2.086834092791546e-006	2.216334e-004
2.087040950099903e-006	2.216335e-004
2.087098298736731e-006	2.216335e-004
2.089031356474603e-006	2.216340e-004
2.090681813268628e-006	2.216344e-004
2.090710821650029e-006	2.216344e-004
2.090739830031431e-006	2.216344e-004
2.090768838412832e-006	2.216344e-004
2.090797846794234e-006	2.216344e-004
2.090826855175635e-006	2.216344e-004
2.090855863557037e-006	2.216344e-004
2.090884871938438e-006	2.216344e-004
2.091108081468611e-006	2.216345e-004
2.091595421511991e-006	2.216345e-004
2.091688990937538e-006	2.216345e-004
2.091896922994309e-006	2.216345e-004
2.092319440933673e-006	2.216345e-004
2.092594491602765e-006	2.216344e-004
2.092663489878648e-006	2.216343e-004
2.092732488154530e-006	2.216343e-004
2.092801486430412e-006	2.216342e-004
2.092870484706295e-006	2.216342e-004
2.092939482982177e-006	2.216342e-004
2.093008481258060e-006	2.216341e-004
2.093077479533942e-006	2.216341e-004
2.093136041102869e-006	2.216341e-004
2.093194602671796e-006	2.216340e-004
2.093253164240722e-006	2.216340e-004
2.093311725809649e-006	2.216340e-004
2.093370287378576e-006	2.216340e-004
2.093428848947503e-006	2.216340e-004
