0.000000000000000e+000	5.223395e+000
9.999999824516700e-014	5.223395e+000
1.999999964903340e-013	5.223395e+000
1.599999971922672e-012	5.223395e+000
6.399999887690688e-012	5.223395e+000
1.279999977538138e-011	5.223395e+000
2.559999955076275e-011	5.223395e+000
5.119999910152551e-011	5.223394e+000
1.023999982030510e-010	5.223391e+000
2.047999964061020e-010	5.223390e+000
4.095999928122041e-010	5.223423e+000
8.191999856244081e-010	5.223689e+000
1.638399971248816e-009	5.224583e+000
2.801385506178240e-009	5.224929e+000
4.102460216647914e-009	5.220445e+000
5.527138792456791e-009	5.202167e+000
7.851267167650388e-009	5.132659e+000
1.080510083407443e-008	4.952532e+000
1.382945259374436e-008	4.579203e+000
1.668251312873643e-008	3.992447e+000
1.834123541605395e-008	3.613594e+000
1.933425016197151e-008	3.511958e+000
2.034862509022193e-008	3.569893e+000
2.165779478176694e-008	3.709771e+000
2.365648992849753e-008	3.901110e+000
2.586927618938665e-008	4.070144e+000
2.825540779239667e-008	4.214821e+000
3.241021607694412e-008	4.422183e+000
3.735835245841339e-008	4.623586e+000
4.472883505558678e-008	4.860420e+000
5.273657027891802e-008	5.058596e+000
6.159501766185595e-008	5.220295e+000
7.044317729928759e-008	5.334822e+000
7.863729331392385e-008	5.403635e+000
8.863729331392385e-008	5.449404e+000
9.863729331392385e-008	5.464989e+000
1.086372933139238e-007	5.460723e+000
1.173568295999682e-007	5.450123e+000
1.258847007772512e-007	5.437906e+000
1.358847007772512e-007	5.422610e+000
1.458847007772512e-007	5.407025e+000
1.558847007772512e-007	5.391672e+000
1.658847007772512e-007	5.376913e+000
1.758847007772512e-007	5.362909e+000
1.832041885297196e-007	5.353171e+000
1.867682557861132e-007	5.348639e+000
1.900508353416178e-007	5.344618e+000
1.944546588607997e-007	5.339364e+000
1.953896180572062e-007	5.338272e+000
1.972595364500192e-007	5.336122e+000
1.979189943864139e-007	5.335376e+000
1.986829019454940e-007	5.334512e+000
1.992076831798297e-007	5.333936e+000
1.994529584592662e-007	5.333649e+000
1.996273615959132e-007	5.333471e+000
1.997102786979181e-007	5.333369e+000
1.997722171641776e-007	5.333294e+000
1.998270811719379e-007	5.333240e+000
1.998845717101239e-007	5.333174e+000
1.999246403534403e-007	5.333130e+000
2.000000000000000e-007	5.333132e+000
2.000075359646560e-007	5.333067e+000
2.000226078939679e-007	5.333020e+000
2.000527517525918e-007	5.332987e+000
2.001130394698395e-007	5.332920e+000
2.004747657733259e-007	5.332520e+000
2.009570675113077e-007	5.331990e+000
2.019216709872714e-007	5.330938e+000
2.038508779391987e-007	5.328869e+000
2.077092918430534e-007	5.324868e+000
2.154261196507628e-007	5.317301e+000
2.254261196507628e-007	5.308226e+000
2.354261196507628e-007	5.299979e+000
2.454261196507628e-007	5.292553e+000
2.554261196507628e-007	5.285883e+000
2.654261196507628e-007	5.279904e+000
2.754261196507628e-007	5.274553e+000
2.854261196507629e-007	5.269771e+000
2.954261196507629e-007	5.265501e+000
3.054261196507629e-007	5.261692e+000
3.154261196507629e-007	5.258296e+000
3.254261196507629e-007	5.255270e+000
3.354261196507629e-007	5.252576e+000
3.454261196507629e-007	5.250176e+000
3.554261196507629e-007	5.248041e+000
3.654261196507629e-007	5.246140e+000
3.754261196507629e-007	5.244449e+000
3.854261196507630e-007	5.242944e+000
3.954261196507630e-007	5.241605e+000
4.054261196507630e-007	5.240414e+000
4.154261196507630e-007	5.239353e+000
4.254261196507630e-007	5.238410e+000
4.354261196507630e-007	5.237571e+000
4.454261196507630e-007	5.236824e+000
4.554261196507630e-007	5.236159e+000
4.654261196507630e-007	5.235568e+000
4.754261196507631e-007	5.235042e+000
4.854261196507631e-007	5.234573e+000
4.954261196507631e-007	5.234156e+000
5.054261196507631e-007	5.233785e+000
5.154261196507631e-007	5.233455e+000
5.254261196507631e-007	5.233161e+000
5.354261196507631e-007	5.232899e+000
5.454261196507631e-007	5.232666e+000
5.554261196507631e-007	5.232459e+000
5.654261196507631e-007	5.232274e+000
5.754261196507632e-007	5.232110e+000
5.854261196507632e-007	5.231963e+000
5.954261196507632e-007	5.231833e+000
6.054261196507632e-007	5.231717e+000
6.154261196507632e-007	5.231614e+000
6.254261196507632e-007	5.231522e+000
6.354261196507632e-007	5.231440e+000
6.454261196507632e-007	5.231367e+000
6.554261196507632e-007	5.231302e+000
6.654261196507632e-007	5.231245e+000
6.754261196507633e-007	5.231194e+000
6.954261196507633e-007	5.231107e+000
7.154261196507633e-007	5.231038e+000
7.354261196507633e-007	5.230984e+000
7.554261196507633e-007	5.230940e+000
7.754261196507634e-007	5.230906e+000
8.054261196507634e-007	5.230866e+000
8.354261196507634e-007	5.230837e+000
8.582832625079062e-007	5.230822e+000
8.811404053650490e-007	5.230808e+000
9.039975482221919e-007	5.230796e+000
9.268546910793347e-007	5.230785e+000
9.497118339364775e-007	5.230775e+000
9.725689767936205e-007	5.230767e+000
9.954261196507632e-007	5.230760e+000
1.036854691079334e-006	5.230747e+000
1.078283262507905e-006	5.230732e+000
1.119711833936476e-006	5.230716e+000
1.161140405365047e-006	5.230698e+000
1.202568976793619e-006	5.230679e+000
1.243997548222189e-006	5.230658e+000
1.285426119650760e-006	5.230636e+000
1.345426119650760e-006	5.230600e+000
1.405426119650759e-006	5.230560e+000
1.465426119650759e-006	5.230516e+000
1.525426119650758e-006	5.230468e+000
1.585426119650758e-006	5.230416e+000
1.645426119650757e-006	5.230360e+000
1.705426119650756e-006	5.230301e+000
1.773997548222184e-006	5.230229e+000
1.842568976793612e-006	5.230152e+000
1.911140405365040e-006	5.230072e+000
1.979711833936468e-006	5.229987e+000
2.048283262507896e-006	5.229899e+000
2.116854691079324e-006	5.229806e+000
2.185426119650752e-006	5.229709e+000
2.195965675110521e-006	5.229694e+000
2.200000000000000e-006	5.229692e+000
2.200403432488948e-006	5.229689e+000
2.201210297466844e-006	5.229686e+000
2.202824027422635e-006	5.229684e+000
2.210073492361801e-006	5.229674e+000
2.218117502416966e-006	5.229662e+000
2.223698240934989e-006	5.229657e+000
2.227635463732120e-006	5.229658e+000
2.231224286548844e-006	5.229663e+000
2.235085429382609e-006	5.229668e+000
2.242807715050140e-006	5.229677e+000
2.252807715050140e-006	5.229687e+000
2.262807715050140e-006	5.229694e+000
2.272807715050140e-006	5.229699e+000
2.282807715050140e-006	5.229702e+000
2.292807715050140e-006	5.229705e+000
2.300773792975484e-006	5.229058e+000
2.305814523731060e-006	5.226399e+000
2.310580116479181e-006	5.219744e+000
2.314911355334435e-006	5.208957e+000
2.319769720904102e-006	5.190216e+000
2.326762429837854e-006	5.149815e+000
2.336319466799182e-006	5.068381e+000
2.346319466799182e-006	4.943858e+000
2.356319466799181e-006	4.762679e+000
2.366319466799181e-006	4.493387e+000
2.376319466799181e-006	4.051846e+000
2.385290176303533e-006	3.356481e+000
2.390000000000000e-006	2.856135e+000
2.392414739448247e-006	2.773800e+000
2.394210055921200e-006	2.996039e+000
2.395233509583609e-006	3.218881e+000
2.396237810909004e-006	3.426783e+000
2.397328364091835e-006	3.599210e+000
2.398317184010713e-006	3.708889e+000
2.400000000000000e-006	3.841434e+000
2.400168281598929e-006	3.848799e+000
2.400504844796786e-006	3.862981e+000
2.401177971192500e-006	3.890345e+000
2.402253721196185e-006	3.934274e+000
2.403367026661428e-006	3.981382e+000
2.404638841671386e-006	4.037154e+000
2.406014971728939e-006	4.098933e+000
2.407889701237789e-006	4.184717e+000
2.411293555611651e-006	4.343658e+000
2.418101264359374e-006	4.658273e+000
2.428101264359374e-006	5.056214e+000
2.438101264359374e-006	5.305185e+000
2.448101264359374e-006	5.397532e+000
2.458101264359374e-006	5.410989e+000
2.468101264359374e-006	5.403999e+000
2.478101264359374e-006	5.392469e+000
2.488101264359374e-006	5.380058e+000
2.498101264359373e-006	5.367677e+000
2.508101264359373e-006	5.355444e+000
2.518101264359373e-006	5.343606e+000
2.528101264359373e-006	5.332338e+000
2.538101264359373e-006	5.321749e+000
2.548101264359373e-006	5.311891e+000
2.558101264359373e-006	5.302780e+000
2.568101264359373e-006	5.294410e+000
2.578101264359373e-006	5.286755e+000
2.588101264359373e-006	5.279780e+000
2.598101264359373e-006	5.273446e+000
2.608101264359372e-006	5.267707e+000
2.618101264359372e-006	5.262518e+000
2.628101264359372e-006	5.257836e+000
2.638101264359372e-006	5.253615e+000
2.648101264359372e-006	5.249817e+000
2.658101264359372e-006	5.246402e+000
2.668101264359372e-006	5.243335e+000
2.678101264359372e-006	5.240581e+000
2.688101264359372e-006	5.238111e+000
2.698101264359372e-006	5.235898e+000
2.708101264359371e-006	5.233914e+000
2.718101264359371e-006	5.232138e+000
2.728101264359371e-006	5.230548e+000
2.738101264359371e-006	5.229126e+000
2.748101264359371e-006	5.227854e+000
2.758101264359371e-006	5.226717e+000
2.768101264359371e-006	5.225701e+000
2.778101264359371e-006	5.224794e+000
2.788101264359371e-006	5.223984e+000
